word,word_length_for_file,number_of_guess_for_file,number_of_incorrect_guesses_for_file,which_list_solved_word,letters_guessed_in_order,letters_guessed_incorrectly
enemy,5,6,2,5000EnglishWordsFrequency.txt,"['e', 'v', 'l', 'y', 'm', 'n']","{'v', 'l'}"
thoroughly,10,10,2,5000EnglishWordsFrequency.txt,"['i', 'e', 'o', 'h', 'u', 't', 'r', 'g', 'y', 'l']","{'e', 'i'}"
vertical,8,8,0,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'v', 'c', 'r', 'a', 'l']",set()
wedding,7,6,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'g', 'd', 'w']",set()
appropriate,11,7,0,5000EnglishWordsFrequency.txt,"['t', 'e', 'a', 'o', 'r', 'i', 'p']",set()
exclusive,9,9,1,5000EnglishWordsFrequency.txt,"['e', 'a', 'c', 'u', 'v', 'i', 'l', 'x', 's']",{'a'}
analyst,7,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'n', 't', 'y', 'l', 's']","{'e', 'i'}"
follow,6,9,5,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'c', 'b', 'r', 'w', 'l', 'f']","{'e', 'c', 'b', 'r', 'i'}"
forward,7,9,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'o', 'c', 'r', 'f', 'd', 'w']","{'e', 'c', 'i'}"
remain,6,7,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'i', 'a', 'n', 'g', 'm']",{'g'}
seller,6,8,4,5000EnglishWordsFrequency.txt,"['e', 'r', 'd', 't', 'm', 'p', 'l', 's']","{'d', 'm', 'p', 't'}"
glove,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 's', 'l', 'g', 'b', 'v']","{'i', 'a', 'b', 's'}"
neighborhood,12,9,0,5000EnglishWordsFrequency.txt,"['i', 'e', 'h', 'b', 'r', 'g', 'n', 'd', 'o']",set()
diary,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 's', 'd', 'y', 'i']","{'e', 's'}"
be,2,9,7,5000EnglishWordsFrequency.txt,"['o', 'm', 'a', 'i', 'e', 'h', 'w', 'r', 'b']","{'h', 'r', 'm', 'a', 'w', 'i', 'o'}"
the,3,8,5,5000EnglishWordsFrequency.txt,"['a', 'e', 'i', 'u', 'o', 'h', 's', 't']","{'u', 'a', 'i', 'o', 's'}"
housing,7,10,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'g', 'a', 'o', 'r', 'h', 'u', 's']","{'r', 'e', 'a'}"
corn,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 'r', 'n', 'h', 'b', 'c']","{'e', 'l', 'h', 'b'}"
speed,5,5,1,5000EnglishWordsFrequency.txt,"['e', 's', 't', 'p', 'd']",{'t'}
announcement,12,9,1,5000EnglishWordsFrequency.txt,"['i', 'e', 'u', 'c', 't', 'n', 'm', 'a', 'o']",{'i'}
authorize,9,9,0,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 'u', 'h', 't', 'r', 'z']",set()
clothes,7,9,2,5000EnglishWordsFrequency.txt,"['e', 'r', 'c', 'n', 'l', 'h', 't', 'o', 's']","{'r', 'n'}"
everything,10,10,1,5000EnglishWordsFrequency.txt,"['i', 'o', 'r', 'e', 'h', 't', 'v', 'n', 'y', 'g']",{'o'}
branch,6,10,4,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'a', 't', 'c', 'h', 'b', 'r', 'n']","{'e', 'o', 't', 'i'}"
sell,4,10,7,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 'w', 'h', 'y', 'b', 'c', 't', 's']","{'h', 'c', 't', 'b', 'y', 'a', 'w'}"
monitor,7,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'o', 'r', 't', 'n', 'm']","{'e', 'a'}"
equip,5,8,3,5000EnglishWordsFrequency.txt,"['e', 't', 'a', 'o', 'u', 'q', 'i', 'p']","{'a', 't', 'o'}"
discrimination,14,10,0,5000EnglishWordsFrequency.txt,"['t', 'c', 'r', 'n', 'd', 'm', 'a', 'i', 'o', 's']",set()
straw,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 'r', 's', 'y', 't', 'w']","{'y', 'e', 'l'}"
asleep,6,7,2,5000EnglishWordsFrequency.txt,"['e', 'r', 'd', 'a', 'p', 'l', 's']","{'r', 'd'}"
troubled,8,8,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'd', 'o', 'u', 't', 'b', 'l']",set()
newly,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 'y', 'r', 'n', 'w']","{'r', 'a'}"
institutional,13,8,0,5000EnglishWordsFrequency.txt,"['a', 'l', 'n', 'u', 't', 'i', 'o', 's']",set()
isolate,7,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'l', 'c', 't', 'a', 'o', 's']",{'c'}
professor,9,7,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'p', 'o', 's', 'c', 'f']",{'c'}
cop,3,12,9,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 't', 'w', 'g', 'n', 'y', 'r', 'b', 'p', 'c']","{'e', 't', 'b', 'r', 'g', 'n', 'y', 'a', 'w'}"
beer,4,8,5,5000EnglishWordsFrequency.txt,"['e', 'd', 'l', 'k', 'm', 'b', 'f', 'r']","{'f', 'd', 'm', 'k', 'l'}"
planet,6,10,4,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'c', 'b', 'v', 'n', 'a', 'p', 'l']","{'r', 'c', 'v', 'b'}"
wow,3,5,3,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 't', 'w']","{'e', 'a', 't'}"
hunt,4,10,6,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'u', 'b', 't', 's', 'h', 'n']","{'e', 'b', 'a', 'i', 'o', 's'}"
fence,5,6,2,5000EnglishWordsFrequency.txt,"['e', 'n', 's', 'c', 'h', 'f']","{'h', 's'}"
lightly,7,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'y', 'l', 'h', 't', 'g']",{'e'}
forgive,7,9,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'n', 'h', 'r', 'v', 'f', 'g']","{'h', 'n'}"
execute,7,5,0,5000EnglishWordsFrequency.txt,"['e', 'c', 'u', 't', 'x']",set()
straighten,10,10,1,5000EnglishWordsFrequency.txt,"['i', 'c', 'e', 'h', 't', 'r', 'g', 'n', 'a', 's']",{'c'}
generate,8,6,0,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'n', 'g', 'a']",set()
pair,4,9,5,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'r', 'i', 'f', 'h', 'p']","{'e', 'h', 'f', 'l', 'o'}"
each,4,6,2,5000EnglishWordsFrequency.txt,"['e', 'a', 's', 'r', 'c', 'h']","{'r', 's'}"
united,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 's', 'd', 'i', 'u', 'n']","{'r', 's'}"
approximately,13,11,0,5000EnglishWordsFrequency.txt,"['a', 'e', 't', 'r', 'y', 'm', 'i', 'p', 'l', 'o', 'x']",set()
expansion,9,8,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'a', 'p', 'o', 'x', 's']",set()
grain,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 't', 'n', 'i', 'b', 'd', 'g']","{'d', 'e', 't', 'b'}"
fucking,7,10,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'g', 'a', 'o', 'u', 'c', 'f', 'k']","{'e', 'a', 'o'}"
script,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 's', 'c', 't', 'r', 'p']","{'e', 'n'}"
festival,8,8,0,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'v', 'f', 'a', 'l', 's']",set()
compliance,10,9,0,5000EnglishWordsFrequency.txt,"['i', 'e', 'c', 'n', 'm', 'a', 'p', 'l', 'o']",set()
mentor,6,7,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'o', 'n', 's', 't', 'm']",{'s'}
nasty,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'r', 'h', 'n', 't', 'y', 's']","{'r', 'e', 'h', 'i'}"
water,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'r', 'o', 'a', 'l', 'p', 'm', 't', 'w']","{'m', 'p', 'l', 'o'}"
preach,6,9,3,5000EnglishWordsFrequency.txt,"['e', 't', 'n', 'u', 'c', 'h', 'r', 'a', 'p']","{'u', 't', 'n'}"
questionnaire,13,10,0,5000EnglishWordsFrequency.txt,"['a', 'e', 'u', 't', 'r', 'q', 'n', 'i', 'o', 's']",set()
powder,6,10,4,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'n', 'l', 's', 'd', 'w', 'p', 'o']","{'l', 's', 't', 'n'}"
they,4,5,1,5000EnglishWordsFrequency.txt,"['e', 't', 'h', 'm', 'y']",{'m'}
when,4,8,4,5000EnglishWordsFrequency.txt,"['e', 't', 'r', 'h', 'c', 'd', 'w', 'n']","{'r', 'c', 'd', 't'}"
thus,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'u', 's', 'h', 't']","{'e', 'a', 'o', 'i'}"
fun,3,10,7,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 'i', 'u', 'b', 'n', 'g', 's', 'f']","{'e', 'b', 'g', 'a', 'i', 'o', 's'}"
absolutely,10,10,1,5000EnglishWordsFrequency.txt,"['i', 'e', 't', 'u', 'b', 'y', 'a', 'l', 'o', 's']",{'i'}
inspection,10,8,0,5000EnglishWordsFrequency.txt,"['i', 'n', 'e', 'c', 't', 'p', 'o', 's']",set()
championship,12,9,0,5000EnglishWordsFrequency.txt,"['i', 'h', 'c', 'n', 'm', 'a', 'p', 'o', 's']",set()
inventory,9,8,0,5000EnglishWordsFrequency.txt,"['e', 't', 'n', 'v', 'r', 'y', 'i', 'o']",set()
logical,7,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'l', 'c', 'g', 'o']",{'e'}
heaven,6,8,3,5000EnglishWordsFrequency.txt,"['e', 'r', 'l', 'n', 'a', 'k', 'h', 'v']","{'r', 'k', 'l'}"
emphasis,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'm', 'h', 'a', 'p', 's']",set()
license,7,7,1,5000EnglishWordsFrequency.txt,"['e', 's', 'i', 'v', 'c', 'n', 'l']",{'v'}
logic,5,11,6,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'u', 't', 'r', 'l', 'y', 'c', 'g', 'i']","{'e', 'u', 't', 'r', 'y', 'a'}"
mutter,6,6,1,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'm', 'a', 'u']",{'a'}
attribute,9,7,0,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'u', 't', 'b', 'r']",set()
poor,4,6,3,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 'd', 'r', 'p']","{'d', 'e', 'l'}"
name,4,9,5,5000EnglishWordsFrequency.txt,"['e', 'a', 't', 'r', 's', 'm', 'f', 'g', 'n']","{'t', 'r', 'f', 'g', 's'}"
sometime,8,7,1,5000EnglishWordsFrequency.txt,"['e', 'l', 'o', 't', 'm', 'i', 's']",{'l'}
worker,6,8,3,5000EnglishWordsFrequency.txt,"['e', 'r', 'm', 'o', 'b', 'c', 'k', 'w']","{'c', 'b', 'm'}"
casino,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'g', 's', 'c', 'a', 'o']","{'e', 'g'}"
entitle,7,8,3,5000EnglishWordsFrequency.txt,"['e', 'c', 'p', 'n', 'r', 't', 'i', 'l']","{'r', 'c', 'p'}"
slowly,6,9,4,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'u', 't', 'l', 'y', 'w', 's']","{'e', 'u', 't', 'i'}"
hole,4,11,7,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 's', 'p', 'n', 'm', 'l', 'r', 'h']","{'r', 'n', 'm', 'a', 'i', 'p', 's'}"
thick,5,10,5,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'i', 't', 'h', 'n', 'r', 'c', 'k']","{'e', 'r', 'n', 'a', 'o'}"
saving,6,10,4,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'g', 'r', 'o', 'f', 'v', 'a', 's']","{'r', 'e', 'o', 'f'}"
luck,4,12,8,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'u', 'b', 't', 'c', 'k', 'd', 's', 'l']","{'e', 't', 'b', 'd', 'a', 'i', 'o', 's'}"
continent,9,7,1,5000EnglishWordsFrequency.txt,"['e', 't', 'o', 'h', 'c', 'n', 'i']",{'h'}
fascinating,11,8,0,5000EnglishWordsFrequency.txt,"['t', 'i', 'n', 'c', 'f', 'g', 'a', 's']",set()
army,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'd', 'y', 'l', 'r', 'm']","{'d', 'e', 'l', 'o'}"
jewelry,7,8,2,5000EnglishWordsFrequency.txt,"['e', 'n', 'l', 'v', 'j', 'r', 'y', 'w']","{'v', 'n'}"
constitutional,14,9,0,5000EnglishWordsFrequency.txt,"['t', 'c', 'u', 'n', 'a', 'i', 'l', 'o', 's']",set()
unexpected,10,9,1,5000EnglishWordsFrequency.txt,"['i', 'e', 't', 'u', 'c', 'n', 'd', 'p', 'x']",{'i'}
promising,9,9,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'r', 'g', 'm', 'p', 'o', 's']",{'e'}
passing,7,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'g', 'a', 'k', 'p', 's']","{'e', 'k'}"
artist,6,7,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 's', 'r', 't', 'a']","{'e', 'n'}"
gather,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'h', 'o', 'a', 'f', 'g']","{'o', 'f'}"
shortly,7,10,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'o', 't', 'h', 'r', 'y', 'l', 's']","{'e', 'a', 'i'}"
theoretical,11,9,0,5000EnglishWordsFrequency.txt,"['t', 'h', 'e', 'c', 'r', 'a', 'i', 'l', 'o']",set()
talented,8,7,1,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'n', 'd', 'a', 'l']",{'r'}
fade,4,14,10,5000EnglishWordsFrequency.txt,"['e', 'a', 't', 'r', 's', 'm', 'c', 'w', 'l', 'g', 'k', 'v', 'd', 'f']","{'c', 't', 'r', 'v', 'g', 'm', 'k', 'w', 'l', 's'}"
awful,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'l', 'u', 'f', 'w']","{'e', 'o'}"
mushroom,8,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'h', 'r', 'm', 'u', 's']","{'e', 'i'}"
exist,5,6,1,5000EnglishWordsFrequency.txt,"['e', 't', 'c', 'i', 'x', 's']",{'c'}
initiate,8,5,0,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'n', 'a']",set()
skip,4,10,6,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'p', 'l', 'h', 'r', 'k', 's']","{'e', 'h', 'r', 'a', 'l', 'o'}"
maybe,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 's', 'l', 'c', 'r', 'b', 'y', 'm']","{'r', 'c', 'l', 's'}"
storm,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'r', 's', 't', 'y', 'm']","{'y', 'e', 'a'}"
unfold,6,9,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'a', 'n', 'u', 'f', 'd', 'l']","{'e', 'a', 'i'}"
intact,6,7,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'r', 'c', 't', 'a']","{'r', 'e'}"
frown,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'r', 'n', 'w', 'd', 'b', 'f']","{'d', 'e', 'a', 'b'}"
policy,6,9,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 's', 'l', 'c', 'y', 'p', 'o']","{'e', 's', 'n'}"
hunter,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 's', 'n', 'w', 'h', 'u']","{'w', 's'}"
encourage,9,8,0,5000EnglishWordsFrequency.txt,"['e', 'a', 'n', 'c', 'u', 'r', 'g', 'o']",set()
whenever,8,6,0,5000EnglishWordsFrequency.txt,"['e', 'h', 'v', 'r', 'n', 'w']",set()
korean,6,8,2,5000EnglishWordsFrequency.txt,"['e', 't', 'a', 'r', 's', 'n', 'k', 'o']","{'t', 's'}"
calculation,11,8,0,5000EnglishWordsFrequency.txt,"['t', 'i', 'o', 'n', 'a', 'c', 'u', 'l']",set()
coast,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 's', 't', 'b', 'c', 'o']","{'r', 'e', 'b'}"
recent,6,5,0,5000EnglishWordsFrequency.txt,"['e', 't', 'r', 'c', 'n']",set()
privacy,7,9,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'u', 'r', 'c', 'v', 'y', 'a', 'p']","{'e', 'u'}"
overlook,8,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'r', 'v', 'k', 'l', 'o']","{'i', 't'}"
no,2,6,4,5000EnglishWordsFrequency.txt,"['o', 'd', 'g', 't', 's', 'n']","{'d', 's', 't', 'g'}"
fill,4,12,9,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'l', 'h', 'k', 'w', 'm', 't', 'p', 'f']","{'e', 'h', 't', 'm', 'k', 'a', 'w', 'p', 'o'}"
adopt,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'g', 't', 'u', 'd', 'p']","{'e', 'u', 'g'}"
ambition,8,9,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 't', 'n', 'o', 'd', 'b', 'm']","{'d', 'e'}"
enable,6,6,1,5000EnglishWordsFrequency.txt,"['e', 'n', 'r', 'a', 'b', 'l']",{'r'}
upstairs,8,10,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'y', 'u', 't', 'r', 'a', 'p', 's']","{'y', 'e', 'n'}"
buy,3,10,7,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 'i', 'u', 'b', 's', 't', 'g', 'y']","{'e', 't', 'g', 'a', 'i', 'o', 's'}"
contribute,10,9,0,5000EnglishWordsFrequency.txt,"['i', 'e', 'c', 't', 'u', 'b', 'r', 'n', 'o']",set()
emerge,6,4,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'g', 'm']",set()
virus,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'i', 't', 's', 'u', 'v', 'r']","{'e', 'a', 't', 'o'}"
quantity,8,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'u', 't', 'q', 'y', 'a']",{'e'}
spite,5,10,5,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'r', 's', 'l', 'n', 't', 'u', 'p']","{'u', 'r', 'n', 'a', 'l'}"
speculation,11,11,0,5000EnglishWordsFrequency.txt,"['t', 'i', 'o', 'n', 'a', 'e', 'c', 'u', 'p', 'l', 's']",set()
plane,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 's', 'r', 'l', 'p', 't', 'c', 'n']","{'r', 'c', 't', 's'}"
factor,6,9,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'a', 'r', 't', 'p', 'c', 'f']","{'e', 'p', 'i'}"
collector,9,6,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'c', 't', 'l', 'o']",set()
play,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'r', 'l', 'p', 'n', 'y']","{'r', 'e', 'o', 'n'}"
body,4,11,7,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 'r', 's', 'n', 'c', 'b', 't', 'd', 'y']","{'e', 'c', 't', 'r', 'n', 'l', 's'}"
courage,7,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'c', 'u', 'r', 'g', 'a']",{'i'}
together,8,6,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'o', 'h', 't', 'g']",set()
loud,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 's', 'n', 'd', 'a', 'u']","{'e', 'a', 's', 'n'}"
prime,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'r', 'p', 'z', 'c', 'm']","{'z', 'c', 'a'}"
cooperate,9,7,0,5000EnglishWordsFrequency.txt,"['e', 'c', 'a', 't', 'r', 'p', 'o']",set()
safely,6,8,2,5000EnglishWordsFrequency.txt,"['e', 't', 'a', 'y', 'l', 'r', 'f', 's']","{'r', 't'}"
decide,6,6,2,5000EnglishWordsFrequency.txt,"['e', 'r', 'd', 'c', 'a', 'i']","{'r', 'a'}"
secret,6,5,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'c', 't', 's']",set()
preliminary,11,10,1,5000EnglishWordsFrequency.txt,"['t', 'e', 'a', 'r', 'n', 'y', 'm', 'i', 'p', 'l']",{'t'}
violent,7,10,3,5000EnglishWordsFrequency.txt,"['e', 't', 'c', 's', 'n', 'y', 'v', 'i', 'l', 'o']","{'y', 'c', 's'}"
explain,7,8,1,5000EnglishWordsFrequency.txt,"['e', 't', 'l', 'n', 'a', 'i', 'p', 'x']",{'t'}
signal,6,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'l', 's', 'n', 'g', 'a']",{'e'}
latter,6,7,2,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'm', 'b', 'a', 'l']","{'m', 'b'}"
dignity,7,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 't', 'd', 'g', 'y']",{'e'}
pc,2,10,8,5000EnglishWordsFrequency.txt,"['o', 'm', 'a', 'i', 'e', 'u', 'v', 'y', 'c', 'p']","{'e', 'u', 'v', 'y', 'm', 'a', 'i', 'o'}"
shot,4,9,5,5000EnglishWordsFrequency.txt,"['e', 'o', 'p', 'w', 'i', 't', 's', 'l', 'h']","{'e', 'w', 'i', 'p', 'l'}"
afraid,6,6,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'r', 'f', 'd']",{'e'}
artistic,8,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'c', 't', 'r', 'a', 's']",{'e'}
jeans,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'h', 's', 'j', 'n']","{'r', 'h'}"
dream,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'b', 'm', 'c', 'd']","{'c', 'b'}"
publisher,9,10,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'n', 'u', 'h', 'b', 'i', 'p', 'l', 's']",{'n'}
interfere,9,6,0,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'f', 'n', 'i']",set()
citizenship,11,9,0,5000EnglishWordsFrequency.txt,"['t', 'c', 'e', 'h', 'z', 'n', 'i', 'p', 's']",set()
foreigner,9,7,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'r', 'f', 'g', 'n', 'o']",set()
risky,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'i', 't', 's', 'r', 'y', 'k']","{'e', 'a', 't', 'o'}"
era,3,3,0,5000EnglishWordsFrequency.txt,"['a', 'e', 'r']",set()
fighter,7,9,2,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'n', 'c', 'h', 'f', 'g', 'i']","{'c', 'n'}"
substantially,13,9,0,5000EnglishWordsFrequency.txt,"['a', 'u', 't', 'b', 'n', 'y', 'i', 'l', 's']",set()
irish,5,7,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'i', 'r', 'h', 's']","{'e', 'a', 'o'}"
peanut,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'r', 'l', 'n', 'u', 't', 'a', 'p']","{'r', 'l'}"
fatigue,7,7,0,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'a', 'u', 'f', 'g']",set()
builder,7,9,2,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'i', 'h', 'u', 'b', 'd', 'l']","{'h', 't'}"
ironically,10,8,0,5000EnglishWordsFrequency.txt,"['i', 'n', 'c', 'r', 'y', 'a', 'l', 'o']",set()
lawyer,6,9,3,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'n', 'l', 'a', 'd', 'y', 'w']","{'d', 't', 'n'}"
nod,3,9,6,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 't', 'w', 'g', 'n', 'r', 'd']","{'e', 't', 'r', 'g', 'a', 'w'}"
database,8,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 't', 'b', 'd', 's']",{'i'}
donate,6,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 't', 'd', 'n', 'o']",{'i'}
conflict,8,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'c', 't', 'f', 'l', 'o']",{'e'}
flood,5,8,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'r', 'd', 'l', 'b', 'f']","{'r', 'e', 'a', 'b'}"
importance,10,10,0,5000EnglishWordsFrequency.txt,"['i', 't', 'c', 'e', 'r', 'n', 'm', 'a', 'p', 'o']",set()
noon,4,7,5,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 'd', 'r', 'k', 'n']","{'e', 'r', 'd', 'k', 'l'}"
figure,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'l', 'u', 't', 'r', 'f', 'g']","{'l', 't'}"
inner,5,7,3,5000EnglishWordsFrequency.txt,"['e', 'r', 'o', 'a', 'u', 'i', 'n']","{'u', 'a', 'o'}"
pit,3,8,5,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 'i', 'p', 'n', 'g', 't']","{'e', 'g', 'n', 'a', 'o'}"
intimate,8,6,0,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'n', 'm', 'a']",set()
flower,6,9,3,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'n', 'l', 'o', 'c', 'f', 'w']","{'c', 't', 'n'}"
understanding,13,10,0,5000EnglishWordsFrequency.txt,"['a', 'u', 'e', 't', 'r', 'n', 'd', 'g', 'i', 's']",set()
impossible,10,8,0,5000EnglishWordsFrequency.txt,"['i', 'e', 'b', 'm', 'p', 'l', 'o', 's']",set()
indigenous,10,8,0,5000EnglishWordsFrequency.txt,"['i', 'e', 'u', 'g', 'd', 'n', 'o', 's']",set()
yard,4,9,5,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'r', 'm', 'd', 'c', 'y']","{'e', 'c', 'm', 'l', 'o'}"
earnings,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'r', 'n', 'g', 'a', 's']",set()
report,6,5,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'o', 't', 'p']",set()
acceptance,10,7,1,5000EnglishWordsFrequency.txt,"['i', 'e', 'c', 't', 'n', 'a', 'p']",{'i'}
youth,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'u', 't', 'h', 's', 'm', 'y']","{'e', 'a', 's', 'm'}"
into,4,6,2,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 't', 'n']","{'e', 'a'}"
capacity,8,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'y', 'a', 'c', 't', 'p']","{'e', 'n'}"
chairman,8,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'c', 'h', 'r', 'n', 'm']",{'e'}
